K,分区(单元下标),分区(服务区),缺口总数,配置总数,运输架次占用时长CV,需求_A型运输无人机,需求_B型运输无人机,需求_C型运输无人机,需求_A型共享电池,需求_B型共享电池,需求_C型共享电池,需求_中继无人机,需求_中继能源组件
3,"0,1,6;2,5;3,4",S001、S002、S003、S005、S006、S007、S008、S013、S014、S015 / S004、S011、S012 / S009、S010,9,33,0.861488863,6,4,3,8,5,5,1,1
3,"0,1,6;2,3,4;5",S001、S002、S003、S005、S006、S007、S008、S013、S014、S015 / S004、S009、S010、S011 / S012,9,33,0.875734569,6,4,3,8,5,5,1,1
3,"0,1,6;2,3,5;4",S001、S002、S003、S005、S006、S007、S008、S013、S014、S015 / S004、S009、S011、S012 / S010,9,33,0.881068217,6,4,3,8,5,5,1,1
3,"0,1,6;2,4,5;3",S001、S002、S003、S005、S006、S007、S008、S013、S014、S015 / S004、S010、S011、S012 / S009,11,35,0.88102197,6,5,3,8,6,5,1,1
3,"0,2,3;1;4,5,6",S001、S002、S004、S005、S008、S009、S011、S014 / S003、S006、S007、S015 / S010、S012、S013,9,35,0.647640022,5,5,3,7,6,5,2,2
3,"0,2,3;1,4;5,6",S001、S002、S004、S005、S008、S009、S011、S014 / S003、S006、S007、S010、S015 / S012、S013,8,34,0.676861167,5,5,3,7,5,5,2,2
3,"0,2,3;1,5;4,6",S001、S002、S004、S005、S008、S009、S011、S014 / S003、S006、S007、S012、S015 / S010、S013,7,33,0.68514643,5,4,3,7,5,5,2,2
3,"0,2,3;1,6;4,5",S001、S002、S004、S005、S008、S009、S011、S014 / S003、S006、S007、S013、S015 / S010、S012,8,34,0.675882946,5,5,3,7,5,5,2,2
3,"0,2,3;1,4,5;6",S001、S002、S004、S005、S008、S009、S011、S014 / S003、S006、S007、S010、S012、S015 / S013,8,34,0.725450559,5,5,3,7,5,5,2,2
3,"0,2,3;1,4,6;5",S001、S002、S004、S005、S008、S009、S011、S014 / S003、S006、S007、S010、S013、S015 / S012,7,33,0.71398816,5,4,3,7,5,5,2,2
3,"0,2,3;1,5,6;4",S001、S002、S004、S005、S008、S009、S011、S014 / S003、S006、S007、S012、S013、S015 / S010,8,34,0.724176233,5,5,3,7,5,5,2,2
3,"0,2,4;1;3,5,6",S001、S002、S004、S005、S008、S010、S011、S014 / S003、S006、S007、S015 / S009、S012、S013,8,32,0.647476061,5,5,3,7,5,5,1,1
3,"0,2,4;1,3;5,6",S001、S002、S004、S005、S008、S010、S011、S014 / S003、S006、S007、S009、S015 / S012、S013,9,33,0.676760584,5,5,3,7,6,5,1,1
3,"0,2,4;1,5;3,6",S001、S002、S004、S005、S008、S010、S011、S014 / S003、S006、S007、S012、S015 / S009、S013,6,30,0.684978405,5,4,3,7,4,5,1,1
3,"0,2,4;1,6;3,5",S001、S002、S004、S005、S008、S010、S011、S014 / S003、S006、S007、S013、S015 / S009、S012,6,30,0.675715452,5,4,3,7,4,5,1,1
3,"0,2,4;1,3,5;6",S001、S002、S004、S005、S008、S010、S011、S014 / S003、S006、S007、S009、S012、S015 / S013,7,31,0.725369029,5,4,3,7,5,5,1,1
3,"0,2,4;1,3,6;5",S001、S002、S004、S005、S008、S010、S011、S014 / S003、S006、S007、S009、S013、S015 / S012,7,31,0.713902638,5,4,3,7,5,5,1,1
3,"0,2,4;1,5,6;3",S001、S002、S004、S005、S008、S010、S011、S014 / S003、S006、S007、S012、S013、S015 / S009,8,32,0.724007574,5,5,3,7,5,5,1,1
3,"0,2,5;1;3,4,6",S001、S002、S004、S005、S008、S011、S012、S014 / S003、S006、S007、S015 / S009、S010、S013,8,32,0.667162882,5,4,3,7,6,5,1,1
3,"0,2,5;1,3;4,6",S001、S002、S004、S005、S008、S011、S012、S014 / S003、S006、S007、S009、S015 / S010、S013,9,33,0.696866693,5,4,3,7,7,5,1,1
3,"0,2,5;1,4;3,6",S001、S002、S004、S005、S008、S011、S012、S014 / S003、S006、S007、S010、S015 / S009、S013,7,31,0.696799199,5,4,3,7,5,5,1,1
3,"0,2,5;1,6;3,4",S001、S002、S004、S005、S008、S011、S012、S014 / S003、S006、S007、S013、S015 / S009、S010,7,31,0.695813337,5,4,3,7,5,5,1,1
3,"0,2,5;1,3,4;6",S001、S002、S004、S005、S008、S011、S012、S014 / S003、S006、S007、S009、S010、S015 / S013,8,32,0.73536161,5,4,3,7,6,5,1,1
3,"0,2,5;1,3,6;4",S001、S002、S004、S005、S008、S011、S012、S014 / S003、S006、S007、S009、S013、S015 / S010,8,32,0.7341383,5,4,3,7,6,5,1,1
3,"0,2,5;1,4,6;3",S001、S002、S004、S005、S008、S011、S012、S014 / S003、S006、S007、S010、S013、S015 / S009,8,32,0.734055113,5,4,3,7,6,5,1,1
3,"0,2,6;1;3,4,5",S001、S002、S004、S005、S008、S011、S013、S014 / S003、S006、S007、S015 / S009、S010、S012,9,33,0.64507182,5,5,3,7,6,5,1,1
3,"0,2,6;1,3;4,5",S001、S002、S004、S005、S008、S011、S013、S014 / S003、S006、S007、S009、S015 / S010、S012,10,34,0.674303289,5,5,3,7,7,5,1,1
3,"0,2,6;1,4;3,5",S001、S002、S004、S005、S008、S011、S013、S014 / S003、S006、S007、S010、S015 / S009、S012,7,31,0.674236378,5,4,3,7,5,5,1,1
3,"0,2,6;1,5;3,4",S001、S002、S004、S005、S008、S011、S013、S014 / S003、S006、S007、S012、S015 / S009、S010,7,31,0.682514331,5,4,3,7,5,5,1,1
3,"0,2,6;1,3,4;5",S001、S002、S004、S005、S008、S011、S013、S014 / S003、S006、S007、S009、S010、S015 / S012,8,32,0.712651852,5,4,3,7,6,5,1,1
3,"0,2,6;1,3,5;4",S001、S002、S004、S005、S008、S011、S013、S014 / S003、S006、S007、S009、S012、S015 / S010,8,32,0.722895746,5,4,3,7,6,5,1,1
3,"0,2,6;1,4,5;3",S001、S002、S004、S005、S008、S011、S013、S014 / S003、S006、S007、S010、S012、S015 / S009,9,33,0.722808616,5,5,3,7,6,5,1,1
3,"0,3,4;1;2,5,6",S001、S002、S005、S008、S009、S010、S014 / S003、S006、S007、S015 / S004、S011、S012、S013,12,36,0.370663036,7,5,3,9,5,5,1,1
3,"0,3,4;1,2;5,6",S001、S002、S005、S008、S009、S010、S014 / S003、S004、S006、S007、S011、S015 / S012、S013,7,31,0.554777094,5,5,2,8,5,4,1,1
3,"0,3,4;1,5;2,6",S001、S002、S005、S008、S009、S010、S014 / S003、S006、S007、S012、S015 / S004、S011、S013,10,34,0.395605402,7,4,3,9,4,5,1,1
3,"0,3,4;1,6;2,5",S001、S002、S005、S008、S009、S010、S014 / S003、S006、S007、S013、S015 / S004、S011、S012,10,34,0.387963898,7,4,3,9,4,5,1,1
3,"0,3,4;1,2,5;6",S001、S002、S005、S008、S009、S010、S014 / S003、S004、S006、S007、S011、S012、S015 / S013,5,29,0.637801367,5,4,2,8,4,4,1,1
3,"0,3,4;1,2,6;5",S001、S002、S005、S008、S009、S010、S014 / S003、S004、S006、S007、S011、S013、S015 / S012,5,29,0.619411767,5,4,2,8,4,4,1,1
3,"0,3,4;1,5,6;2",S001、S002、S005、S008、S009、S010、S014 / S003、S006、S007、S012、S013、S015 / S004、S011,10,34,0.432728508,7,4,3,9,4,5,1,1
3,"0,3,5;1;2,4,6",S001、S002、S005、S008、S009、S012、S014 / S003、S006、S007、S015 / S004、S010、S011、S013,12,36,0.389205305,7,4,3,9,6,5,1,1
3,"0,3,5;1,2;4,6",S001、S002、S005、S008、S009、S012、S014 / S003、S004、S006、S007、S011、S015 / S010、S013,7,31,0.574021111,5,4,2,8,6,4,1,1
3,"0,3,5;1,4;2,6",S001、S002、S005、S008、S009、S012、S014 / S003、S006、S007、S010、S015 / S004、S011、S013,11,35,0.408584941,7,4,3,9,5,5,1,1
3,"0,3,5;1,6;2,4",S001、S002、S005、S008、S009、S012、S014 / S003、S006、S007、S013、S015 / S004、S010、S011,11,35,0.407786017,7,4,3,9,5,5,1,1
3,"0,3,5;1,2,4;6",S001、S002、S005、S008、S009、S012、S014 / S003、S004、S006、S007、S010、S011、S015 / S013,6,30,0.639996622,5,4,2,8,5,4,1,1
3,"0,3,5;1,2,6;4",S001、S002、S005、S008、S009、S012、S014 / S003、S004、S006、S007、S011、S013、S015 / S010,6,30,0.638026108,5,4,2,8,5,4,1,1
3,"0,3,5;1,4,6;2",S001、S002、S005、S008、S009、S012、S014 / S003、S006、S007、S010、S013、S015 / S004、S011,10,34,0.442728151,7,3,3,9,5,5,1,1
3,"0,3,6;1;2,4,5",S001、S002、S005、S008、S009、S013、S014 / S003、S006、S007、S015 / S004、S010、S011、S012,13,37,0.368408607,7,5,3,9,6,5,1,1
3,"0,3,6;1,2;4,5",S001、S002、S005、S008、S009、S013、S014 / S003、S004、S006、S007、S011、S015 / S010、S012,8,32,0.552429515,5,5,2,8,6,4,1,1
3,"0,3,6;1,4;2,5",S001、S002、S005、S008、S009、S013、S014 / S003、S006、S007、S010、S015 / S004、S011、S012,11,35,0.386315949,7,4,3,9,5,5,1,1
3,"0,3,6;1,5;2,4",S001、S002、S005、S008、S009、S013、S014 / S003、S006、S007、S012、S015 / S004、S010、S011,11,35,0.393160835,7,4,3,9,5,5,1,1
3,"0,3,6;1,2,4;5",S001、S002、S005、S008、S009、S013、S014 / S003、S004、S006、S007、S010、S011、S015 / S012,6,30,0.619134908,5,4,2,8,5,4,1,1
3,"0,3,6;1,2,5;4",S001、S002、S005、S008、S009、S013、S014 / S003、S004、S006、S007、S011、S012、S015 / S010,6,30,0.635554341,5,4,2,8,5,4,1,1
3,"0,3,6;1,4,5;2",S001、S002、S005、S008、S009、S013、S014 / S003、S006、S007、S010、S012、S015 / S004、S011,11,35,0.431555322,7,4,3,9,5,5,1,1
3,"0,4,5;1;2,3,6",S001、S002、S005、S008、S010、S012、S014 / S003、S006、S007、S015 / S004、S009、S011、S013,11,35,0.389050047,7,4,3,9,5,5,1,1
3,"0,4,5;1,2;3,6",S001、S002、S005、S008、S010、S012、S014 / S003、S004、S006、S007、S011、S015 / S009、S013,6,30,0.573860419,5,4,2,8,5,4,1,1
3,"0,4,5;1,3;2,6",S001、S002、S005、S008、S010、S012、S014 / S003、S006、S007、S009、S015 / S004、S011、S013,12,36,0.40847431,7,4,3,9,6,5,1,1
3,"0,4,5;1,6;2,3",S001、S002、S005、S008、S010、S012、S014 / S003、S006、S007、S013、S015 / S004、S009、S011,11,35,0.407620619,7,4,3,9,5,5,1,1
3,"0,4,5;1,2,3;6",S001、S002、S005、S008、S010、S012、S014 / S003、S004、S006、S007、S009、S011、S015 / S013,7,31,0.639975709,5,4,2,8,6,4,1,1
3,"0,4,5;1,2,6;3",S001、S002、S005、S008、S010、S012、S014 / S003、S004、S006、S007、S011、S013、S015 / S009,6,30,0.637870539,5,4,2,8,5,4,1,1
3,"0,4,5;1,3,6;2",S001、S002、S005、S008、S010、S012、S014 / S003、S006、S007、S009、S013、S015 / S004、S011,10,34,0.442641908,7,3,3,9,5,5,1,1
3,"0,4,6;1;2,3,5",S001、S002、S005、S008、S010、S013、S014 / S003、S006、S007、S015 / S004、S009、S011、S012,11,35,0.368254983,7,4,3,9,5,5,1,1
3,"0,4,6;1,2;3,5",S001、S002、S005、S008、S010、S013、S014 / S003、S004、S006、S007、S011、S015 / S009、S012,6,30,0.552269476,5,4,2,8,5,4,1,1
3,"0,4,6;1,3;2,5",S001、S002、S005、S008、S010、S013、S014 / S003、S006、S007、S009、S015 / S004、S011、S012,12,36,0.386203898,7,4,3,9,6,5,1,1
3,"0,4,6;1,5;2,3",S001、S002、S005、S008、S010、S013、S014 / S003、S006、S007、S012、S015 / S004、S009、S011,11,35,0.392994156,7,4,3,9,5,5,1,1
3,"0,4,6;1,2,3;5",S001、S002、S005、S008、S010、S013、S014 / S003、S004、S006、S007、S009、S011、S015 / S012,7,31,0.619116385,5,4,2,8,6,4,1,1
3,"0,4,6;1,2,5;3",S001、S002、S005、S008、S010、S013、S014 / S003、S004、S006、S007、S011、S012、S015 / S009,6,30,0.635401181,5,4,2,8,5,4,1,1
3,"0,4,6;1,3,5;2",S001、S002、S005、S008、S010、S013、S014 / S003、S006、S007、S009、S012、S015 / S004、S011,10,34,0.431475724,7,3,3,9,5,5,1,1
3,"0,5,6;1;2,3,4",S001、S002、S005、S008、S012、S013、S014 / S003、S006、S007、S015 / S004、S009、S010、S011,12,36,0.386774443,7,4,3,9,6,5,1,1
3,"0,5,6;1,2;3,4",S001、S002、S005、S008、S012、S013、S014 / S003、S004、S006、S007、S011、S015 / S009、S010,7,31,0.571504366,5,4,2,8,6,4,1,1
3,"0,5,6;1,3;2,4",S001、S002、S005、S008、S012、S013、S014 / S003、S006、S007、S009、S015 / S004、S010、S011,13,37,0.406046091,7,4,3,9,7,5,1,1
3,"0,5,6;1,4;2,3",S001、S002、S005、S008、S012、S013、S014 / S003、S006、S007、S010、S015 / S004、S009、S011,12,36,0.405991322,7,4,3,9,6,5,1,1
3,"0,5,6;1,2,3;4",S001、S002、S005、S008、S012、S013、S014 / S003、S004、S006、S007、S009、S011、S015 / S010,8,32,0.637697423,5,4,2,8,7,4,1,1
3,"0,5,6;1,2,4;3",S001、S002、S005、S008、S012、S013、S014 / S003、S004、S006、S007、S010、S011、S015 / S009,7,31,0.637562765,5,4,2,8,6,4,1,1
3,"0,5,6;1,3,4;2",S001、S002、S005、S008、S012、S013、S014 / S003、S006、S007、S009、S010、S015 / S004、S011,11,35,0.441382609,7,3,3,9,6,5,1,1
3,"0,1,2,3;4;5,6",S001、S002、S003、S004、S005、S006、S007、S008、S009、S011、S014、S015 / S010 / S012、S013,4,30,1.177366674,4,5,2,6,5,4,2,2
3,"0,1,2,3;4,5;6",S001、S002、S003、S004、S005、S006、S007、S008、S009、S011、S014、S015 / S010、S012 / S013,4,30,1.177477937,4,5,2,6,5,4,2,2
3,"0,1,2,3;4,6;5",S001、S002、S003、S004、S005、S006、S007、S008、S009、S011、S014、S015 / S010、S013 / S012,3,29,1.176651401,4,4,2,6,5,4,2,2
3,"0,1,2,4;3;5,6",S001、S002、S003、S004、S005、S006、S007、S008、S010、S011、S014、S015 / S009 / S012、S013,4,28,1.17721703,4,5,2,6,5,4,1,1
3,"0,1,2,4;3,5;6",S001、S002、S003、S004、S005、S006、S007、S008、S010、S011、S014、S015 / S009、S012 / S013,2,26,1.177335895,4,4,2,6,4,4,1,1
3,"0,1,2,4;3,6;5",S001、S002、S003、S004、S005、S006、S007、S008、S010、S011、S014、S015 / S009、S013 / S012,2,26,1.176507631,4,4,2,6,4,4,1,1
3,"0,1,2,5;3;4,6",S001、S002、S003、S004、S005、S006、S007、S008、S011、S012、S014、S015 / S009 / S010、S013,4,28,1.194331024,4,4,2,6,6,4,1,1
3,"0,1,2,5;3,4;6",S001、S002、S003、S004、S005、S006、S007、S008、S011、S012、S014、S015 / S009、S010 / S013,3,27,1.194425801,4,4,2,6,5,4,1,1
3,"0,1,2,5;3,6;4",S001、S002、S003、S004、S005、S006、S007、S008、S011、S012、S014、S015 / S009、S013 / S010,3,27,1.1943369,4,4,2,6,5,4,1,1
3,"0,1,2,6;3;4,5",S001、S002、S003、S004、S005、S006、S007、S008、S011、S013、S014、S015 / S009 / S010、S012,5,29,1.175131774,4,5,2,6,6,4,1,1
3,"0,1,2,6;3,4;5",S001、S002、S003、S004、S005、S006、S007、S008、S011、S013、S014、S015 / S009、S010 / S012,3,27,1.17439998,4,4,2,6,5,4,1,1
3,"0,1,2,6;3,5;4",S001、S002、S003、S004、S005、S006、S007、S008、S011、S013、S014、S015 / S009、S012 / S010,3,27,1.175139375,4,4,2,6,5,4,1,1
3,"0,1,3,4;2;5,6",S001、S002、S003、S005、S006、S007、S008、S009、S010、S014、S015 / S004、S011 / S012、S013,8,32,0.928547893,6,4,3,8,4,5,1,1
3,"0,1,3,4;2,5;6",S001、S002、S003、S005、S006、S007、S008、S009、S010、S014、S015 / S004、S011、S012 / S013,8,32,0.945165954,6,4,3,8,4,5,1,1
3,"0,1,3,4;2,6;5",S001、S002、S003、S005、S006、S007、S008、S009、S010、S014、S015 / S004、S011、S013 / S012,8,32,0.94062356,6,4,3,8,4,5,1,1
3,"0,1,3,5;2;4,6",S001、S002、S003、S005、S006、S007、S008、S009、S012、S014、S015 / S004、S011 / S010、S013,8,32,0.947043905,6,3,3,8,5,5,1,1
3,"0,1,3,5;2,4;6",S001、S002、S003、S005、S006、S007、S008、S009、S012、S014、S015 / S004、S010、S011 / S013,9,33,0.960250222,6,4,3,8,5,5,1,1
3,"0,1,3,5;2,6;4",S001、S002、S003、S005、S006、S007、S008、S009、S012、S014、S015 / S004、S011、S013 / S010,9,33,0.959764251,6,4,3,8,5,5,1,1
3,"0,1,3,6;2;4,5",S001、S002、S003、S005、S006、S007、S008、S009、S013、S014、S015 / S004、S011 / S010、S012,9,33,0.926291878,6,4,3,8,5,5,1,1
3,"0,1,3,6;2,4;5",S001、S002、S003、S005、S006、S007、S008、S009、S013、S014、S015 / S004、S010、S011 / S012,9,33,0.938754068,6,4,3,8,5,5,1,1
3,"0,1,3,6;2,5;4",S001、S002、S003、S005、S006、S007、S008、S009、S013、S014、S015 / S004、S011、S012 / S010,9,33,0.94281076,6,4,3,8,5,5,1,1
3,"0,1,4,5;2;3,6",S001、S002、S003、S005、S006、S007、S008、S010、S012、S014、S015 / S004、S011 / S009、S013,7,31,0.946889436,6,3,3,8,4,5,1,1
3,"0,1,4,5;2,3;6",S001、S002、S003、S005、S006、S007、S008、S010、S012、S014、S015 / S004、S009、S011 / S013,9,33,0.960123702,6,4,3,8,5,5,1,1
3,"0,1,4,5;2,6;3",S001、S002、S003、S005、S006、S007、S008、S010、S012、S014、S015 / S004、S011、S013 / S009,9,33,0.959604516,6,4,3,8,5,5,1,1
3,"0,1,4,6;2;3,5",S001、S002、S003、S005、S006、S007、S008、S010、S013、S014、S015 / S004、S011 / S009、S012,7,31,0.926138084,6,3,3,8,4,5,1,1
3,"0,1,4,6;2,3;5",S001、S002、S003、S005、S006、S007、S008、S010、S013、S014、S015 / S004、S009、S011 / S012,9,33,0.938626692,6,4,3,8,5,5,1,1
3,"0,1,4,6;2,5;3",S001、S002、S003、S005、S006、S007、S008、S010、S013、S014、S015 / S004、S011、S012 / S009,9,33,0.942650184,6,4,3,8,5,5,1,1
3,"0,1,5,6;2;3,4",S001、S002、S003、S005、S006、S007、S008、S012、S013、S014、S015 / S004、S011 / S009、S010,8,32,0.944624674,6,3,3,8,5,5,1,1
3,"0,1,5,6;2,3;4",S001、S002、S003、S005、S006、S007、S008、S012、S013、S014、S015 / S004、S009、S011 / S010,10,34,0.957779374,6,4,3,8,6,5,1,1
3,"0,1,5,6;2,4;3",S001、S002、S003、S005、S006、S007、S008、S012、S013、S014、S015 / S004、S010、S011 / S009,10,34,0.957746158,6,4,3,8,6,5,1,1
3,"0,2,3,4;1;5,6",S001、S002、S004、S005、S008、S009、S010、S011、S014 / S003、S006、S007、S015 / S012、S013,8,34,0.731199121,5,5,3,7,5,5,2,2
3,"0,2,3,4;1,5;6",S001、S002、S004、S005、S008、S009、S010、S011、S014 / S003、S006、S007、S012、S015 / S013,6,32,0.770528979,5,4,3,7,4,5,2,2
3,"0,2,3,4;1,6;5",S001、S002、S004、S005、S008、S009、S010、S011、S014 / S003、S006、S007、S013、S015 / S012,6,32,0.761026452,5,4,3,7,4,5,2,2
3,"0,2,3,5;1;4,6",S001、S002、S004、S005、S008、S009、S011、S012、S014 / S003、S006、S007、S015 / S010、S013,8,34,0.751004456,5,4,3,7,6,5,2,2
3,"0,2,3,5;1,4;6",S001、S002、S004、S005、S008、S009、S011、S012、S014 / S003、S006、S007、S010、S015 / S013,7,33,0.782167409,5,4,3,7,5,5,2,2
3,"0,2,3,5;1,6;4",S001、S002、S004、S005、S008、S009、S011、S012、S014 / S003、S006、S007、S013、S015 / S010,7,33,0.781153356,5,4,3,7,5,5,2,2
3,"0,2,3,6;1;4,5",S001、S002、S004、S005、S008、S009、S011、S013、S014 / S003、S006、S007、S015 / S010、S012,9,35,0.728779683,5,5,3,7,6,5,2,2
3,"0,2,3,6;1,4;5",S001、S002、S004、S005、S008、S009、S011、S013、S014 / S003、S006、S007、S010、S015 / S012,7,33,0.759573706,5,4,3,7,5,5,2,2
3,"0,2,3,6;1,5;4",S001、S002、S004、S005、S008、S009、S011、S013、S014 / S003、S006、S007、S012、S015 / S010,7,33,0.768062871,5,4,3,7,5,5,2,2
3,"0,2,4,5;1;3,6",S001、S002、S004、S005、S008、S010、S011、S012、S014 / S003、S006、S007、S015 / S009、S013,7,31,0.750839272,5,4,3,7,5,5,1,1
3,"0,2,4,5;1,3;6",S001、S002、S004、S005、S008、S010、S011、S012、S014 / S003、S006、S007、S009、S015 / S013,8,32,0.782068947,5,4,3,7,6,5,1,1
3,"0,2,4,5;1,6;3",S001、S002、S004、S005、S008、S010、S011、S012、S014 / S003、S006、S007、S013、S015 / S009,7,31,0.780985563,5,4,3,7,5,5,1,1
3,"0,2,4,6;1;3,5",S001、S002、S004、S005、S008、S010、S011、S013、S014 / S003、S006、S007、S015 / S009、S012,7,31,0.728614718,5,4,3,7,5,5,1,1
3,"0,2,4,6;1,3;5",S001、S002、S004、S005、S008、S010、S011、S013、S014 / S003、S006、S007、S009、S015 / S012,8,32,0.759474838,5,4,3,7,6,5,1,1
3,"0,2,4,6;1,5;3",S001、S002、S004、S005、S008、S010、S011、S013、S014 / S003、S006、S007、S012、S015 / S009,7,31,0.767894712,5,4,3,7,5,5,1,1
3,"0,2,5,6;1;3,4",S001、S002、S004、S005、S008、S011、S012、S013、S014 / S003、S006、S007、S015 / S009、S010,8,32,0.748416997,5,4,3,7,6,5,1,1
3,"0,2,5,6;1,3;4",S001、S002、S004、S005、S008、S011、S012、S013、S014 / S003、S006、S007、S009、S015 / S010,9,33,0.779607505,5,4,3,7,7,5,1,1
3,"0,2,5,6;1,4;3",S001、S002、S004、S005、S008、S011、S012、S013、S014 / S003、S006、S007、S010、S015 / S009,8,32,0.779538173,5,4,3,7,6,5,1,1
3,"0,3,4,5;1;2,6",S001、S002、S005、S008、S009、S010、S012、S014 / S003、S006、S007、S015 / S004、S011、S013,11,35,0.46926561,7,4,3,9,5,5,1,1
3,"0,3,4,5;1,2;6",S001、S002、S005、S008、S009、S010、S012、S014 / S003、S004、S006、S007、S011、S015 / S013,6,30,0.656160771,5,4,2,8,5,4,1,1
3,"0,3,4,5;1,6;2",S001、S002、S005、S008、S009、S010、S012、S014 / S003、S006、S007、S013、S015 / S004、S011,9,33,0.492085182,7,3,3,9,4,5,1,1
3,"0,3,4,6;1;2,5",S001、S002、S005、S008、S009、S010、S013、S014 / S003、S006、S007、S015 / S004、S011、S012,11,35,0.44784238,7,4,3,9,5,5,1,1
3,"0,3,4,6;1,2;5",S001、S002、S005、S008、S009、S010、S013、S014 / S003、S004、S006、S007、S011、S015 / S012,6,30,0.634297676,5,4,2,8,5,4,1,1
3,"0,3,4,6;1,5;2",S001、S002、S005、S008、S009、S010、S013、S014 / S003、S006、S007、S012、S015 / S004、S011,9,33,0.478004246,7,3,3,9,4,5,1,1
3,"0,3,5,6;1;2,4",S001、S002、S005、S008、S009、S012、S013、S014 / S003、S006、S007、S015 / S004、S010、S011,12,36,0.466926133,7,4,3,9,6,5,1,1
3,"0,3,5,6;1,2;4",S001、S002、S005、S008、S009、S012、S013、S014 / S003、S004、S006、S007、S011、S015 / S010,7,31,0.653776481,5,4,2,8,6,4,1,1
3,"0,3,5,6;1,4;2",S001、S002、S005、S008、S009、S012、S013、S014 / S003、S006、S007、S010、S015 / S004、S011,10,34,0.490519975,7,3,3,9,5,5,1,1
3,"0,4,5,6;1;2,3",S001、S002、S005、S008、S010、S012、S013、S014 / S003、S006、S007、S015 / S004、S009、S011,12,36,0.466766657,7,4,3,9,6,5,1,1
3,"0,4,5,6;1,2;3",S001、S002、S005、S008、S010、S012、S013、S014 / S003、S004、S006、S007、S011、S015 / S009,7,31,0.653613923,5,4,2,8,6,4,1,1
3,"0,4,5,6;1,3;2",S001、S002、S005、S008、S010、S012、S013、S014 / S003、S006、S007、S009、S015 / S004、S011,11,35,0.490413518,7,3,3,9,6,5,1,1
3,"0,1,2,3,4;5;6",S001、S002、S003、S004、S005、S006、S007、S008、S009、S010、S011、S014、S015 / S012 / S013,2,28,1.250481869,4,4,2,6,4,4,2,2
3,"0,1,2,3,5;4;6",S001、S002、S003、S004、S005、S006、S007、S008、S009、S011、S012、S014、S015 / S010 / S013,3,29,1.26795606,4,4,2,6,5,4,2,2
3,"0,1,2,3,6;4;5",S001、S002、S003、S004、S005、S006、S007、S008、S009、S011、S013、S014、S015 / S010 / S012,3,29,1.248328996,4,4,2,6,5,4,2,2
3,"0,1,2,4,5;3;6",S001、S002、S003、S004、S005、S006、S007、S008、S010、S011、S012、S014、S015 / S009 / S013,3,27,1.267810063,4,4,2,6,5,4,1,1
3,"0,1,2,4,6;3;5",S001、S002、S003、S004、S005、S006、S007、S008、S010、S011、S013、S014、S015 / S009 / S012,3,27,1.248182238,4,4,2,6,5,4,1,1
3,"0,1,2,5,6;3;4",S001、S002、S003、S004、S005、S006、S007、S008、S011、S012、S013、S014、S015 / S009 / S010,4,28,1.265667053,4,4,2,6,6,4,1,1
3,"0,1,3,4,5;2;6",S001、S002、S003、S005、S006、S007、S008、S009、S010、S012、S014、S015 / S004、S011 / S013,7,31,1.026082837,6,3,3,8,4,5,1,1
3,"0,1,3,4,6;2;5",S001、S002、S003、S005、S006、S007、S008、S009、S010、S013、S014、S015 / S004、S011 / S012,7,31,1.005026829,6,3,3,8,4,5,1,1
3,"0,1,3,5,6;2;4",S001、S002、S003、S005、S006、S007、S008、S009、S012、S013、S014、S015 / S004、S011 / S010,8,32,1.023785832,6,3,3,8,5,5,1,1
3,"0,1,4,5,6;2;3",S001、S002、S003、S005、S006、S007、S008、S010、S012、S013、S014、S015 / S004、S011 / S009,8,32,1.023629232,6,3,3,8,5,5,1,1
3,"0,2,3,4,5;1;6",S001、S002、S004、S005、S008、S009、S010、S011、S012、S014 / S003、S006、S007、S015 / S013,7,33,0.835087835,5,4,3,7,5,5,2,2
3,"0,2,3,4,6;1;5",S001、S002、S004、S005、S008、S009、S010、S011、S013、S014 / S003、S006、S007、S015 / S012,7,33,0.812768281,5,4,3,7,5,5,2,2
3,"0,2,3,5,6;1;4",S001、S002、S004、S005、S008、S009、S011、S012、S013、S014 / S003、S006、S007、S015 / S010,8,34,0.832655602,5,4,3,7,6,5,2,2
3,"0,2,4,5,6;1;3",S001、S002、S004、S005、S008、S010、S011、S012、S013、S014 / S003、S006、S007、S015 / S009,8,32,0.83248976,5,4,3,7,6,5,1,1
3,"0,3,4,5,6;1;2",S001、S002、S005、S008、S009、S010、S012、S013、S014 / S003、S006、S007、S015 / S004、S011,10,36,0.54864137,7,3,3,9,5,5,2,2
